CustomerID,monetary,frequency,cycle,recency,R,F,M,segment
16921,169.79,1,,62.0,3,1,1,Regular Customers
16923,6840.18,24,15.217391304347826,13.0,4,5,5,High Value Customers
16924,739.5,4,21.0,22.0,4,3,3,Regular Customers
16926,230.25,1,,372.0,1,1,1,Regular Customers
16927,543.05,3,123.0,116.0,2,2,3,Regular Customers
16928,2838.4,18,17.235294117647058,81.0,2,5,5,At Risk Customers
16929,1295.39,7,25.33333333333333,4.0,5,4,4,High Value Customers
16930,380.55,3,21.0,27.0,4,2,2,Regular Customers
16931,4604.22,21,18.2,6.0,5,5,5,High Value Customers
16932,161.94,1,,54.0,3,1,1,Regular Customers
16933,550.33,4,79.33333333333333,2.0,5,3,3,Regular Customers
16934,950.93,2,0.0,55.0,3,2,4,Regular Customers
16936,262.68,1,,26.0,4,1,2,Regular Customers
16938,1903.13,5,75.0,9.0,5,3,4,Potential High Value Customers
16940,3049.88,3,118.5,53.0,3,2,5,Regular Customers
16942,1894.11,10,23.88888888888889,13.0,4,4,4,High Value Customers
16943,816.73,3,53.5,212.0,1,2,3,Regular Customers
16945,4345.5,19,18.72222222222222,22.0,4,5,5,High Value Customers
16947,406.48,1,,236.0,1,1,2,Regular Customers
16948,435.02,3,93.5,139.0,2,2,2,Regular Customers
16949,1161.27,7,52.16666666666666,4.0,5,4,4,High Value Customers
16950,1178.56,3,155.5,57.0,3,2,4,Regular Customers
16951,1262.75,2,168.0,137.0,2,2,4,Regular Customers
16952,167.61,2,0.0,110.0,2,2,1,Regular Customers
16953,20.8,1,,31.0,4,1,1,Regular Customers
16954,2085.08,9,44.875,1.0,5,4,5,High Value Customers
16955,493.67,4,63.0,185.0,1,3,3,Regular Customers
16956,292.34,2,8.0,10.0,5,2,2,Regular Customers
16957,416.64,2,42.0,240.0,1,2,2,Regular Customers
16959,117.35,1,,88.0,2,1,1,Regular Customers
16960,505.1,3,107.0,39.0,3,2,3,Regular Customers
16961,234.17,1,,117.0,2,1,1,Regular Customers
16963,110.55,1,,188.0,1,1,1,Regular Customers
16965,192.07,1,,227.0,1,1,1,Regular Customers
16966,2148.97,9,29.0,9.0,5,4,5,High Value Customers
16967,319.02,1,,190.0,1,1,2,Regular Customers
16968,439.43,2,103.0,5.0,5,2,2,Regular Customers
16969,650.41,3,76.0,40.0,3,2,3,Regular Customers
16971,357.21,1,,39.0,3,1,2,Regular Customers
16976,251.52,1,,268.0,1,1,2,Regular Customers
16978,344.33,1,,78.0,2,1,2,Regular Customers
16979,1809.05,7,49.0,4.0,5,4,4,High Value Customers
16980,1078.96,2,36.0,256.0,1,2,4,Regular Customers
16982,384.06,1,,61.0,3,1,2,Regular Customers
16983,1920.2,8,51.0,13.0,4,4,4,High Value Customers
16984,4392.42,5,13.0,79.0,2,3,5,Regular Customers
16985,5461.62,11,34.1,18.0,4,4,5,High Value Customers
16986,1873.2,2,1.0,30.0,4,2,4,Potential High Value Customers
16987,1625.05,7,33.666666666666664,4.0,5,4,4,High Value Customers
16988,126.12,1,,6.0,5,1,1,Regular Customers
16989,1133.25,6,28.6,8.0,5,3,4,Potential High Value Customers
16990,179.0,1,,219.0,1,1,1,Regular Customers
16992,1611.81,6,60.0,11.0,5,3,4,Potential High Value Customers
16996,1436.3100000000002,7,53.833333333333336,31.0,4,4,4,High Value Customers
16997,702.0,3,18.5,289.0,1,2,3,Regular Customers
16998,287.5,5,38.75,150.0,2,3,2,Regular Customers
16999,484.82,2,51.0,24.0,4,2,3,Regular Customers
17001,3989.57,11,35.8,1.0,5,4,5,High Value Customers
17002,1487.78,4,72.33333333333333,74.0,2,3,4,Regular Customers
17004,1412.94,2,46.0,47.0,3,2,4,Regular Customers
17006,781.78,4,23.666666666666668,5.0,5,3,3,Regular Customers
17007,877.4300000000001,7,51.16666666666666,51.0,3,4,3,Regular Customers
17010,185.46,2,2.0,17.0,4,2,1,Regular Customers
17011,270.9,1,,31.0,4,1,2,Regular Customers
17014,565.58,4,19.33333333333333,9.0,5,3,3,Regular Customers
17015,1842.56,3,78.5,29.0,4,2,4,Potential High Value Customers
17017,8574.11,27,14.23076923076923,3.0,5,5,5,High Value Customers
17018,920.1,2,285.0,41.0,3,2,4,Regular Customers
17019,1272.61,4,119.0,12.0,5,3,4,Potential High Value Customers
17022,71.0,1,,32.0,4,1,1,Regular Customers
17024,95.85,3,56.0,46.0,3,2,1,Regular Customers
17025,357.77,3,156.5,61.0,3,2,2,Regular Customers
17026,154.82999999999998,2,184.0,186.0,1,2,1,Regular Customers
17027,848.59,6,47.8,79.0,2,3,3,Regular Customers
17029,716.0,2,126.0,111.0,2,2,3,Regular Customers
17030,146.87,1,,64.0,3,1,1,Regular Customers
17031,380.35,2,143.0,12.0,5,2,2,Regular Customers
17033,1030.14,3,136.5,87.0,2,2,4,Regular Customers
17034,734.5699999999999,4,90.33333333333331,17.0,4,3,3,Regular Customers
17035,388.33,3,33.0,246.0,1,2,2,Regular Customers
17037,1253.22,2,9.0,79.0,2,2,4,Regular Customers
17038,112.4,1,,31.0,4,1,1,Regular Customers
17040,449.73,1,,138.0,2,1,2,Regular Customers
17041,1065.77,3,167.0,27.0,4,2,4,Potential High Value Customers
17042,1044.38,5,61.25,3.0,5,3,4,Potential High Value Customers
17043,1735.18,4,78.0,33.0,3,3,4,Regular Customers
17044,929.23,3,175.5,9.0,5,2,4,Potential High Value Customers
17045,339.44,3,67.0,114.0,2,2,2,Regular Customers
17046,642.02,1,,158.0,2,1,3,Regular Customers
17047,1100.9,3,60.0,86.0,2,2,4,Regular Customers
17048,864.32,5,53.5,118.0,2,3,3,Regular Customers
17049,5594.78,11,27.3,3.0,5,4,5,High Value Customers
17050,3228.84,6,40.6,97.0,2,3,5,Regular Customers
17051,247.14,1,,195.0,1,1,2,Regular Customers
17052,413.75,1,,29.0,4,1,2,Regular Customers
17053,496.38,2,2.0,129.0,2,2,3,Regular Customers
17054,1353.83,6,43.4,29.0,4,3,4,Potential High Value Customers
17058,1179.89,3,79.0,82.0,2,2,4,Regular Customers
17059,3095.04,5,85.0,30.0,4,3,5,Potential High Value Customers
17060,234.24,1,,267.0,1,1,1,Regular Customers
17061,5116.13,11,15.9,74.0,2,4,5,At Risk Customers
17062,533.33,4,18.666666666666668,314.0,1,3,3,Regular Customers
17063,1421.59,10,31.22222222222222,9.0,5,4,4,High Value Customers
17064,859.35,3,134.5,59.0,3,2,3,Regular Customers
17068,4525.09,22,16.952380952380953,13.0,4,5,5,High Value Customers
17069,2655.2200000000003,12,31.363636363636363,29.0,4,4,5,High Value Customers
17070,312.14,1,,115.0,2,1,2,Regular Customers
17071,2385.48,14,23.153846153846157,9.0,5,4,5,High Value Customers
17073,1444.84,4,30.666666666666668,18.0,4,3,4,Potential High Value Customers
17075,813.77,5,75.0,18.0,4,3,3,Regular Customers
17076,841.0799999999999,3,164.0,37.0,3,2,3,Regular Customers
17078,375.86,2,0.0,37.0,3,2,2,Regular Customers
17079,118.8,1,,79.0,2,1,1,Regular Customers
17080,285.5,3,123.5,23.0,4,2,2,Regular Customers
17081,290.16,2,21.0,26.0,4,2,2,Regular Customers
17082,2003.85,2,285.0,34.0,3,2,4,Regular Customers
17083,1405.78,3,97.0,110.0,2,2,4,Regular Customers
17084,2949.75,2,0.0,36.0,3,2,5,Regular Customers
17085,1556.7,6,47.8,124.0,2,3,4,Regular Customers
17086,2050.08,6,11.2,8.0,5,3,5,Potential High Value Customers
17088,1991.01,4,75.0,29.0,4,3,4,Potential High Value Customers
17090,2041.85,8,50.0,5.0,5,4,5,High Value Customers
17091,3802.81,10,40.55555555555556,3.0,5,4,5,High Value Customers
17092,1777.78,4,75.66666666666667,51.0,3,3,4,Regular Customers
17094,270.2,2,4.0,319.0,1,2,2,Regular Customers
17095,1296.36,5,78.0,23.0,4,3,4,Potential High Value Customers
17096,992.68,7,42.0,10.0,5,4,4,High Value Customers
17097,937.92,9,45.375,3.0,5,4,4,High Value Customers
17100,971.74,2,0.0,19.0,4,2,4,Potential High Value Customers
17101,1621.73,4,56.0,11.0,5,3,4,Potential High Value Customers
17102,25.5,1,,262.0,1,1,1,Regular Customers
17105,665.78,2,147.0,160.0,2,2,3,Regular Customers
17107,10475.93,7,41.0,33.0,3,4,5,Regular Customers
17109,869.6800000000001,8,29.0,30.0,4,4,3,Potential High Value Customers
17110,163.29999999999998,1,,166.0,2,1,1,Regular Customers
17111,248.61,1,,48.0,3,1,2,Regular Customers
17114,747.22,9,41.125,6.0,5,4,3,Potential High Value Customers
17115,806.9,5,56.25,9.0,5,3,3,Regular Customers
17117,116.2,1,,289.0,1,1,1,Regular Customers
17118,157.02,1,,318.0,1,1,1,Regular Customers
17119,593.61,3,28.0,4.0,5,2,3,Regular Customers
17120,307.46,1,,234.0,1,1,2,Regular Customers
17122,138.32,1,,120.0,2,1,1,Regular Customers
17123,345.3,1,,162.0,2,1,2,Regular Customers
17124,298.89,1,,186.0,1,1,2,Regular Customers
17125,259.35,1,,51.0,3,1,2,Regular Customers
17126,1004.75,5,52.5,153.0,2,3,4,Regular Customers
17128,157.09,1,,335.0,1,1,1,Regular Customers
17131,2463.17,5,17.5,6.0,5,3,5,Potential High Value Customers
17133,4892.24,7,41.833333333333336,16.0,4,4,5,High Value Customers
17134,425.0,2,158.0,107.0,2,2,2,Regular Customers
17135,1139.73,7,59.16666666666666,17.0,4,4,4,High Value Customers
17138,380.5,1,,276.0,1,1,2,Regular Customers
17139,10585.57,15,19.5,16.0,4,4,5,High Value Customers
17140,465.32,1,,248.0,1,1,2,Regular Customers
17142,579.0,1,,240.0,1,1,3,Regular Customers
17144,984.57,2,83.0,2.0,5,2,4,Potential High Value Customers
17146,749.78,3,126.5,106.0,2,2,3,Regular Customers
17147,1698.09,5,72.25,23.0,4,3,4,Potential High Value Customers
17148,124.88,1,,52.0,3,1,1,Regular Customers
17152,1503.5,4,23.0,195.0,1,3,4,Regular Customers
17153,213.78,1,,25.0,4,1,1,Regular Customers
17154,329.34,1,,76.0,2,1,2,Regular Customers
17155,251.7,2,160.0,18.0,4,2,2,Regular Customers
17157,306.55,3,84.5,8.0,5,2,2,Regular Customers
17158,1266.97,3,164.0,33.0,3,2,4,Regular Customers
17159,1534.73,4,50.0,22.0,4,3,4,Potential High Value Customers
17160,3518.03,6,42.0,32.0,4,3,5,Potential High Value Customers
17162,1707.21,11,27.7,29.0,4,4,4,High Value Customers
17163,293.1,2,57.0,22.0,4,2,2,Regular Customers
17164,2466.4,8,34.42857142857143,33.0,3,4,5,Regular Customers
17165,158.68,1,,285.0,1,1,1,Regular Customers
17166,189.49,3,82.5,39.0,3,2,1,Regular Customers
17169,816.88,4,44.333333333333336,51.0,3,3,3,Regular Customers
17171,224.91,1,,290.0,1,1,1,Regular Customers
17172,317.76,1,,79.0,2,1,2,Regular Customers
17173,3755.65,9,15.75,6.0,5,4,5,High Value Customers
17174,59.9,1,,218.0,1,1,1,Regular Customers
17175,1430.94,5,63.0,45.0,3,3,4,Regular Customers
17176,306.13,1,,202.0,1,1,2,Regular Customers
17179,711.79,3,91.5,179.0,1,2,3,Regular Customers
17180,780.38,6,52.0,57.0,3,3,3,Regular Customers
17181,239.92,2,316.0,58.0,3,2,1,Regular Customers
17183,3286.9100000000003,8,14.0,8.0,5,4,5,High Value Customers
17186,144.0,2,14.0,47.0,3,2,1,Regular Customers
17187,203.95,1,,227.0,1,1,1,Regular Customers
17188,2275.58,9,43.875,12.0,5,4,5,High Value Customers
17189,384.4,2,253.0,107.0,2,2,2,Regular Customers
17190,249.74,1,,59.0,3,1,2,Regular Customers
17191,2095.13,7,56.66666666666666,29.0,4,4,5,High Value Customers
17193,1674.46,9,17.625,36.0,3,4,4,Regular Customers
17194,226.78,1,,361.0,1,1,1,Regular Customers
17197,1013.01,1,,30.0,4,1,4,Potential High Value Customers
17198,692.22,3,174.0,24.0,4,2,3,Regular Customers
17201,342.63,1,,54.0,3,1,2,Regular Customers
17203,3563.85,6,5.0,36.0,3,3,5,Regular Customers
17204,1418.21,7,15.666666666666666,170.0,2,4,4,At Risk Customers
17205,384.08,1,,54.0,3,1,2,Regular Customers
17206,204.24,1,,54.0,3,1,1,Regular Customers
17211,2299.67,9,42.875,27.0,4,4,5,High Value Customers
17212,226.85,1,,254.0,1,1,1,Regular Customers
17213,2741.08,11,32.6,41.0,3,4,5,Regular Customers
17214,984.12,6,59.8,61.0,3,3,4,Regular Customers
17217,113.5,1,,235.0,1,1,1,Regular Customers
17218,1960.72,10,40.44444444444444,5.0,5,4,4,High Value Customers
17219,114.23,1,,32.0,4,1,1,Regular Customers
17220,3198.25,14,26.153846153846157,25.0,4,4,5,High Value Customers
17221,335.13,2,29.0,8.0,5,2,2,Regular Customers
17222,354.15,1,,66.0,3,1,2,Regular Customers
17223,391.79,2,58.0,311.0,1,2,2,Regular Customers
17226,393.49,1,,309.0,1,1,2,Regular Customers
17227,939.32,6,70.0,19.0,4,3,4,Potential High Value Customers
17228,1906.09,8,51.0,16.0,4,4,4,High Value Customers
17229,318.76,2,46.0,97.0,2,2,2,Regular Customers
17230,3466.67,11,9.5,265.0,1,4,5,At Risk Customers
17231,3143.52,12,31.727272727272727,13.0,4,4,5,High Value Customers
17232,421.52,2,12.0,3.0,5,2,2,Regular Customers
17233,190.88,1,,36.0,3,1,1,Regular Customers
17234,149.89,1,,183.0,1,1,1,Regular Customers
17235,550.06,2,347.0,26.0,4,2,3,Regular Customers
17236,916.13,6,70.0,13.0,4,3,4,Potential High Value Customers
17237,314.69,2,11.0,12.0,5,2,2,Regular Customers
17238,3744.65,17,23.0625,3.0,5,5,5,High Value Customers
17239,379.95,2,40.0,313.0,1,2,2,Regular Customers
17242,1135.04,2,72.0,109.0,2,2,4,Regular Customers
17243,8620.15,30,12.689655172413794,2.0,5,5,5,High Value Customers
17244,954.9,1,,54.0,3,1,4,Regular Customers
17245,171.45,1,,205.0,1,1,1,Regular Customers
17247,282.19,1,,16.0,4,1,2,Regular Customers
17248,318.65,1,,121.0,2,1,2,Regular Customers
17250,384.52,2,258.0,4.0,5,2,2,Regular Customers
17251,283.28000000000003,1,,363.0,1,1,2,Regular Customers
17252,353.86,2,70.0,117.0,2,2,2,Regular Customers
17253,178.26,1,,19.0,4,1,1,Regular Customers
17254,272.44,2,11.0,5.0,5,2,2,Regular Customers
17255,298.41,2,259.0,41.0,3,2,2,Regular Customers
17256,240.0,2,205.0,108.0,2,2,1,Regular Customers
17259,603.37,2,220.0,149.0,2,2,3,Regular Customers
17262,1253.36,5,78.5,53.0,3,3,4,Regular Customers
17263,63.44,1,,209.0,1,1,1,Regular Customers
17265,562.9,2,42.0,139.0,2,2,3,Regular Customers
17266,310.64,3,72.5,3.0,5,2,2,Regular Customers
17267,317.62,2,0.0,128.0,2,2,2,Regular Customers
17268,763.64,4,46.0,108.0,2,3,3,Regular Customers
17272,2144.53,5,55.0,43.0,3,3,5,Regular Customers
17274,111.98,1,,36.0,3,1,1,Regular Customers
17277,1065.35,2,95.0,228.0,1,2,4,Regular Customers
17278,246.04,1,,242.0,1,1,2,Regular Customers
17279,187.83,1,,58.0,3,1,1,Regular Customers
17282,1703.41,3,84.5,131.0,2,2,4,Regular Customers
17284,1641.68,7,46.0,61.0,3,4,4,Regular Customers
17286,153.92,1,,22.0,4,1,1,Regular Customers
17287,1064.11,7,57.66666666666666,27.0,4,4,4,High Value Customers
17288,1419.73,7,58.16666666666666,10.0,5,4,4,High Value Customers
17289,936.16,4,49.66666666666666,32.0,4,3,4,Potential High Value Customers
17290,525.24,2,13.0,4.0,5,2,3,Regular Customers
17291,550.8000000000001,1,,309.0,1,1,3,Regular Customers
17293,1875.11,9,44.125,9.0,5,4,4,High Value Customers
17295,556.95,3,18.0,29.0,4,2,3,Regular Customers
17297,131.78,1,,18.0,4,1,1,Regular Customers
17298,498.42,2,23.0,102.0,2,2,3,Regular Customers
17299,669.11,4,54.0,12.0,5,3,3,Regular Customers
17301,197.63,1,,22.0,4,1,1,Regular Customers
17302,1119.93,6,58.2,15.0,4,3,4,Potential High Value Customers
17303,250.04,1,,362.0,1,1,2,Regular Customers
17306,8600.73,21,17.15,11.0,5,5,5,High Value Customers
17309,82.75,1,,96.0,2,1,1,Regular Customers
17311,1384.85,2,238.0,79.0,2,2,4,Regular Customers
17312,644.3,3,10.5,139.0,2,2,3,Regular Customers
17313,2288.13,2,14.0,18.0,4,2,5,Potential High Value Customers
17314,2514.76,11,28.8,25.0,4,4,5,High Value Customers
17315,6178.13,41,8.925,1.0,5,5,5,High Value Customers
17317,2524.02,3,21.5,47.0,3,2,5,Regular Customers
17320,1200.62,3,134.0,101.0,2,2,4,Regular Customers
17321,700.86,2,59.0,9.0,5,2,3,Regular Customers
17323,905.59,9,34.625,16.0,4,4,3,Potential High Value Customers
17324,990.23,4,116.33333333333331,18.0,4,3,4,Potential High Value Customers
17325,96.8,1,,281.0,1,1,1,Regular Customers
17329,523.11,2,301.0,15.0,4,2,3,Regular Customers
17330,363.9,2,45.0,23.0,4,2,2,Regular Customers
17331,175.2,1,,124.0,2,1,1,Regular Customers
17333,494.25,1,,86.0,2,1,3,Regular Customers
17334,306.6,3,3.5,302.0,1,2,2,Regular Customers
17337,1975.32,5,39.75,152.0,2,3,4,Regular Customers
17338,6619.09,10,38.22222222222222,18.0,4,4,5,High Value Customers
17339,243.36,2,271.0,95.0,2,2,1,Regular Customers
17340,12185.34,15,25.5,10.0,5,4,5,High Value Customers
17341,781.36,3,105.0,157.0,2,2,3,Regular Customers
17343,193.64,1,,356.0,1,1,1,Regular Customers
17344,160.57,1,,47.0,3,1,1,Regular Customers
17345,537.74,4,60.333333333333336,16.0,4,3,3,Regular Customers
17346,2611.58,16,24.666666666666668,4.0,5,5,5,High Value Customers
17347,228.96,1,,87.0,2,1,1,Regular Customers
17348,1159.52,5,70.75,15.0,4,3,4,Potential High Value Customers
17349,110.75,1,,180.0,1,1,1,Regular Customers
17350,1256.19,5,10.75,9.0,5,3,4,Potential High Value Customers
17351,587.15,3,118.5,37.0,3,2,3,Regular Customers
17353,1740.0,2,25.0,130.0,2,2,4,Regular Customers
17354,1393.06,1,,51.0,3,1,4,Regular Customers
17356,178.22,1,,312.0,1,1,1,Regular Customers
17357,388.14,2,0.0,25.0,4,2,2,Regular Customers
17358,365.85,2,52.0,304.0,1,2,2,Regular Customers
17359,127.86,1,,12.0,5,1,1,Regular Customers
17360,585.79,3,83.5,18.0,4,2,3,Regular Customers
17361,488.2,3,121.0,50.0,3,2,3,Regular Customers
17362,312.23,2,70.0,240.0,1,2,2,Regular Customers
17364,4455.73,12,30.09090909090909,1.0,5,4,5,High Value Customers
17365,4796.52,8,45.71428571428572,13.0,4,4,5,High Value Customers
17367,168.4,1,,239.0,1,1,1,Regular Customers
17368,1349.52,9,39.25,24.0,4,4,4,High Value Customers
17370,446.18,4,32.333333333333336,73.0,2,3,2,Regular Customers
17371,423.89,3,172.0,18.0,4,2,2,Regular Customers
17372,1342.68,8,46.0,41.0,3,4,4,Regular Customers
17373,646.92,4,90.66666666666669,41.0,3,3,3,Regular Customers
17374,495.77,2,63.0,219.0,1,2,3,Regular Customers
17375,400.1,3,81.0,200.0,1,2,2,Regular Customers
17376,203.2,2,241.0,71.0,3,2,1,Regular Customers
17377,4100.92,20,18.42105263157895,24.0,4,5,5,High Value Customers
17379,404.66,1,,12.0,5,1,2,Regular Customers
17381,20272.43,30,12.551724137931034,9.0,5,5,5,High Value Customers
17382,65.4,1,,66.0,3,1,1,Regular Customers
17383,199.29,1,,5.0,5,1,1,Regular Customers
17384,336.40000000000003,2,200.0,20.0,4,2,2,Regular Customers
17385,261.11,1,,15.0,4,1,2,Regular Customers
17386,2686.42,6,31.6,8.0,5,3,5,Potential High Value Customers
17387,784.11,2,14.0,20.0,4,2,3,Regular Customers
17388,1259.5600000000002,4,70.0,78.0,2,3,4,Regular Customers
17389,31766.73,40,8.487179487179487,1.0,5,5,5,High Value Customers
17391,508.8,2,1.0,164.0,2,2,3,Regular Customers
17392,451.91,2,52.0,307.0,1,2,2,Regular Customers
17394,203.87,1,,220.0,1,1,1,Regular Customers
17396,7312.8,7,55.333333333333336,40.0,3,4,5,Regular Customers
17397,696.41,2,0.0,23.0,4,2,3,Regular Customers
17398,653.38,3,70.5,115.0,2,2,3,Regular Customers
17400,2129.96,5,56.75,127.0,2,3,5,Regular Customers
17402,2598.85,12,33.18181818181818,5.0,5,4,5,High Value Customers
17403,281.62,1,,37.0,3,1,2,Regular Customers
17404,30175.82,14,27.153846153846157,5.0,5,4,5,High Value Customers
17405,967.22,5,37.25,2.0,5,3,4,Potential High Value Customers
17406,1928.72,5,9.0,331.0,1,3,4,Regular Customers
17408,32.65,1,,164.0,2,1,1,Regular Customers
17409,771.85,2,64.0,185.0,1,2,3,Regular Customers
17410,1214.72,5,49.75,17.0,4,3,4,Potential High Value Customers
17411,778.94,3,124.5,13.0,4,2,3,Regular Customers
17412,1258.06,7,61.66666666666666,3.0,5,4,4,High Value Customers
17414,778.0,2,141.0,44.0,3,2,3,Regular Customers
17415,507.84,1,,80.0,2,1,3,Regular Customers
17416,6838.34,7,42.0,30.0,4,4,5,High Value Customers
17418,463.46,2,281.0,43.0,3,2,2,Regular Customers
17419,4200.97,14,27.384615384615383,12.0,5,4,5,High Value Customers
17420,598.83,3,161.5,51.0,3,2,3,Regular Customers
17422,1853.13,10,31.11111111111111,17.0,4,4,4,High Value Customers
17423,663.63,4,57.333333333333336,46.0,3,3,3,Regular Customers
17425,759.17,2,41.0,20.0,4,2,3,Regular Customers
17426,5022.26,7,46.333333333333336,5.0,5,4,5,High Value Customers
17427,100.8,1,,72.0,2,1,1,Regular Customers
17428,17089.6,33,11.5,1.0,5,5,5,High Value Customers
17429,512.12,4,32.666666666666664,121.0,2,3,3,Regular Customers
17430,265.76,2,333.0,33.0,3,2,2,Regular Customers
17431,403.3,1,,314.0,1,1,2,Regular Customers
17432,365.76,2,19.0,19.0,4,2,2,Regular Customers
17433,303.16,1,,89.0,2,1,2,Regular Customers
17434,2333.42,9,10.375,3.0,5,4,5,High Value Customers
17436,216.3,2,225.0,2.0,5,2,1,Regular Customers
17438,378.3,2,6.0,248.0,1,2,2,Regular Customers
17440,177.1,5,25.0,148.0,2,3,1,Regular Customers
17442,2227.26,9,32.625,30.0,4,4,5,High Value Customers
17443,534.24,1,,220.0,1,1,3,Regular Customers
17444,2389.1,2,21.0,152.0,2,2,5,Regular Customers
17446,120.9,2,134.0,177.0,2,2,1,Regular Customers
17447,541.53,2,31.0,41.0,3,2,3,Regular Customers
17449,2501.86,8,51.0,3.0,5,4,5,High Value Customers
17450,189735.53,46,7.977777777777778,9.0,5,5,5,High Value Customers
17451,1648.95,10,11.555555555555555,2.0,5,4,4,High Value Customers
17453,486.72,2,47.0,18.0,4,2,3,Regular Customers
17454,517.53,4,55.66666666666666,193.0,1,3,3,Regular Customers
17455,131.7,1,,204.0,1,1,1,Regular Customers
17456,249.86,1,,366.0,1,1,2,Regular Customers
17457,1737.7,5,53.25,127.0,2,3,4,Regular Customers
17458,316.5,1,,16.0,4,1,2,Regular Customers
17459,657.3,2,17.0,44.0,3,2,3,Regular Customers
17460,452.63,8,42.142857142857146,79.0,2,4,2,At Risk Customers
17461,757.46,3,3.5,23.0,4,2,3,Regular Customers
17462,662.94,3,116.5,52.0,3,2,3,Regular Customers
17463,1881.36,6,59.4,17.0,4,3,4,Potential High Value Customers
17464,289.96,1,,159.0,2,1,2,Regular Customers
17466,763.28,2,68.0,11.0,5,2,3,Regular Customers
17468,137.0,2,4.0,11.0,5,2,1,Regular Customers
17469,1843.06,6,37.6,17.0,4,3,4,Potential High Value Customers
17470,1125.07,5,80.75,45.0,3,3,4,Regular Customers
17472,710.29,3,54.0,192.0,1,2,3,Regular Customers
17475,194.37,1,,80.0,2,1,1,Regular Customers
17480,506.51,2,4.0,74.0,2,2,3,Regular Customers
17481,1249.34,5,22.5,4.0,5,3,4,Potential High Value Customers
17483,414.04,3,59.0,66.0,3,2,2,Regular Customers
17486,396.87,1,,262.0,1,1,2,Regular Customers
17489,376.64,2,154.0,59.0,3,2,2,Regular Customers
17490,1936.83,11,17.6,1.0,5,4,4,High Value Customers
17491,3541.92,11,36.6,2.0,5,4,5,High Value Customers
17492,374.57,1,,249.0,1,1,2,Regular Customers
17495,497.56,2,31.0,8.0,5,2,3,Regular Customers
17496,271.05,1,,359.0,1,1,2,Regular Customers
17498,272.22,1,,76.0,2,1,2,Regular Customers
17499,622.88,1,,290.0,1,1,3,Regular Customers
17500,1138.0,3,6.0,18.0,4,2,4,Potential High Value Customers
17501,288.6,2,0.0,221.0,1,2,2,Regular Customers
17502,689.1,4,6.666666666666667,10.0,5,3,3,Regular Customers
17503,558.96,2,36.0,3.0,5,2,3,Regular Customers
17504,2745.28,10,12.88888888888889,207.0,1,4,5,At Risk Customers
17505,1145.84,2,44.0,162.0,2,2,4,Regular Customers
17506,294.29,2,5.0,71.0,3,2,2,Regular Customers
17507,605.58,2,48.0,262.0,1,2,3,Regular Customers
17508,387.31,1,,281.0,1,1,2,Regular Customers
17509,6100.74,11,0.6,58.0,3,4,5,Regular Customers
17510,308.48,1,,25.0,4,1,2,Regular Customers
17511,88193.23,45,8.431818181818182,3.0,5,5,5,High Value Customers
17512,2920.04,11,27.3,29.0,4,4,5,High Value Customers
17513,513.2,1,,73.0,2,1,3,Regular Customers
17514,208.65,1,,129.0,2,1,1,Regular Customers
17515,639.02,4,95.66666666666669,32.0,4,3,3,Regular Customers
17516,768.08,5,67.5,16.0,4,3,3,Regular Customers
17517,153.94,1,,309.0,1,1,1,Regular Customers
17519,1839.07,7,58.5,18.0,4,4,4,High Value Customers
17520,546.81,1,,54.0,3,1,3,Regular Customers
17521,721.9599999999999,4,58.333333333333336,25.0,4,3,3,Regular Customers
17522,1066.15,5,54.25,2.0,5,3,4,Potential High Value Customers
17523,652.74,4,2.6666666666666665,12.0,5,3,3,Regular Customers
17524,145.0,1,,362.0,1,1,1,Regular Customers
17525,422.7000000000001,1,,360.0,1,1,2,Regular Customers
17526,706.7,7,60.66666666666666,2.0,5,4,3,Potential High Value Customers
17527,888.86,5,41.25,54.0,3,3,3,Regular Customers
17528,3540.1,11,7.0,2.0,5,4,5,High Value Customers
17530,2380.41,10,40.44444444444444,2.0,5,4,5,High Value Customers
17531,296.7,1,,191.0,1,1,2,Regular Customers
17534,223.36,1,,54.0,3,1,1,Regular Customers
17535,164.4,1,,281.0,1,1,1,Regular Customers
17536,76.5,1,,178.0,2,1,1,Regular Customers
17537,897.62,2,274.0,30.0,4,2,3,Regular Customers
17538,98.42,1,,26.0,4,1,1,Regular Customers
17540,570.4,3,154.0,9.0,5,2,3,Regular Customers
17542,170.75,1,,270.0,1,1,1,Regular Customers
17545,645.96,3,0.0,44.0,3,2,3,Regular Customers
17549,148.86,2,28.0,24.0,4,2,1,Regular Customers
17550,267.16,3,23.0,198.0,1,2,2,Regular Customers
17551,306.84,1,,360.0,1,1,2,Regular Customers
17552,930.41,4,104.0,61.0,3,3,4,Regular Customers
17553,1487.6,1,,130.0,2,1,4,Regular Customers
17554,1952.45,5,36.75,2.0,5,3,4,Potential High Value Customers
17555,483.26,2,315.0,20.0,4,2,3,Regular Customers
17556,157.9,1,,206.0,1,1,1,Regular Customers
17557,541.46,3,33.5,15.0,4,2,3,Regular Customers
17560,854.95,4,72.0,95.0,2,3,3,Regular Customers
17561,167.62,1,,20.0,4,1,1,Regular Customers
17562,1107.38,7,26.5,15.0,4,4,4,High Value Customers
17564,454.01,3,28.0,25.0,4,2,2,Regular Customers
17566,901.21,2,17.0,9.0,5,2,3,Regular Customers
17567,4012.56,10,40.55555555555556,8.0,5,4,5,High Value Customers
